id,lon,lat
5411247490,-75.20685209999999,-12.0678217
5413212230,-75.2103051,-12.0665795
1057089650,-75.212413,-12.068774
5411247491,-75.20631139999999,-12.0675294
5411247493,-75.2062677,-12.069016699999999
1209259664,-75.2087805,-12.0657462
1057058434,-75.2141491,-12.067672
1209248778,-75.2060137,-12.069536
1049878133,-75.2140465,-12.0696493
1057089720,-75.21191999999999,-12.069557
1025934965,-75.2107412,-12.067874999999999
1209257551,-75.2094147,-12.068221699999999
1209258084,-75.2067496,-12.0693016
1209258101,-75.2092464,-12.064935499999999
1041615481,-75.2096973,-12.0677893
4294846771,-75.2068148,-12.0656223
1057089611,-75.21287099999999,-12.0680065
1041615470,-75.209519,-12.067174099999999
5411247482,-75.206666,-12.066697999999999
1209255030,-75.2071529,-12.0695318
1209249076,-75.2082327,-12.070175599999999
5411247485,-75.2078781,-12.0657237
1057487874,-75.206029,-12.071538
1209249585,-75.207419,-12.068128699999999
5413212231,-75.2107551,-12.065783699999999
1209251546,-75.2079663,-12.0689386
4150231326,-75.2078612,-12.067353599999999
4617580899,-75.2130995,-12.065882
5413212232,-75.20985619999999,-12.067373499999999
1209248558,-75.2064728,-12.0697873
1209259194,-75.2064537,-12.0686363
1057089612,-75.20747779999999,-12.0779474
1209261314,-75.2102531,-12.0686506
4617580900,-75.21254019999999,-12.066791499999999
5040209064,-75.2115731,-12.0666845
5411247487,-75.2080514,-12.0653695
5417508636,-75.20839649999999,-12.0669048
1057089657,-75.2073052,-12.0754156
1209248387,-75.2078176,-12.068344699999999
4294846768,-75.2063728,-12.0665417
1057089699,-75.2133355,-12.067212699999999
5411247484,-75.2076136,-12.0651434
1209248103,-75.2120513,-12.0657155
1209260143,-75.210638,-12.0698936
5411247492,-75.20596139999999,-12.068340099999999
5413212233,-75.2089743,-12.0689186
1209253878,-75.2076634,-12.067700199999999
1209254192,-75.2069562,-12.06894
8296655455,-75.2095294,-12.0650999
5040209065,-75.2114838,-12.0666336
1209258188,-75.208585,-12.069535
5413287788,-75.2116034,-12.068338599999999
1057089709,-75.2114648,-12.0703333
1057269651,-75.216363,-12.072963999999999
417738485,-75.2097673,-12.0694067
1052552702,-75.2116722,-12.066310399999999
5413287789,-75.2111178,-12.0691208
1052552720,-75.2092797,-12.0701889
5402623085,-75.213343,-12.066474
5402623086,-75.2128635,-12.0662658
5411247489,-75.2072602,-12.067015399999999
1209248454,-75.207707,-12.069391
1209248471,-75.2112199,-12.066042999999999
1052552255,-75.2152724,-12.069298499999999
1209246179,-75.2076033,-12.0687264
1209253112,-75.2073504,-12.0691787
1052552184,-75.2112229,-12.067081199999999
1209250686,-75.20750389999999,-12.0697461
5413212229,-75.2115051,-12.065523899999999
5413287787,-75.2120954,-12.0675464
5417508637,-75.2085513,-12.066618799999999
5411247483,-75.2072414,-12.0658671
5039770670,-75.2054495,-12.0692265
1209249277,-75.2085821,-12.066092099999999
5411247488,-75.2076838,-12.066120999999999
1209260533,-75.2072096,-12.0684957
5411247486,-75.2083474,-12.0665018
1044914986,-75.2069975,-12.0648299
1209259911,-75.2084399,-12.0698364
1209254404,-75.207239,-12.0702074
