id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,wkt
89866681,1041615481,1041615470,97.84059455037459,1,1,0,2,0,"LINESTRING(-75.2096973 -12.0677893, -75.2093098 -12.0675579, -75.2095190 -12.0671741)"
91028696,1057089699,1057089611,101.80947548860227,1,1,0,2,0,"LINESTRING(-75.2133355 -12.0672127, -75.2128710 -12.0680065)"
91028696,1057089611,1057089650,98.92047200331261,1,1,0,2,0,"LINESTRING(-75.2128710 -12.0680065, -75.2124130 -12.0687740)"
91028696,1057089650,1057089720,102.35959956533709,1,1,0,2,0,"LINESTRING(-75.2124130 -12.0687740, -75.2119200 -12.0695570)"
91028696,1057089720,1057089709,99.61566166322213,1,1,0,2,0,"LINESTRING(-75.2119200 -12.0695570, -75.2114648 -12.0703333)"
91028696,1057089709,1057089612,960.2829229538365,1,1,0,2,0,"LINESTRING(-75.2114648 -12.0703333, -75.2112156 -12.0707242, -75.2109690 -12.0711110, -75.2105134 -12.0719274, -75.2100310 -12.0726676, -75.2095364 -12.0734481, -75.2090813 -12.0742453, -75.2085775 -12.0750509, -75.2083606 -12.0754092, -75.2081112 -12.0758335, -75.2079940 -12.0760880, -75.2079767 -12.0761545, -75.2079715 -12.0762268, -75.2079405 -12.0764541, -75.2078116 -12.0771757, -75.2077569 -12.0773438, -75.2074778 -12.0779474)"
104850542,1209248387,1209249585,49.60784880006269,1,1,0,2,0,"LINESTRING(-75.2078176 -12.0683447, -75.2074190 -12.0681287)"
104850542,1209249585,5411247490,70.5428607288777,1,1,0,2,0,"LINESTRING(-75.2074190 -12.0681287, -75.2068521 -12.0678217)"
104850542,5411247490,5411247491,67.25511883863206,1,1,0,2,0,"LINESTRING(-75.2068521 -12.0678217, -75.2063114 -12.0675294)"
104850599,1052552255,1057089611,298.3763536517157,1,1,0,2,0,"LINESTRING(-75.2152724 -12.0692985, -75.2144944 -12.0688755, -75.2136847 -12.0684521, -75.2128710 -12.0680065)"
