id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,wkt
80913464,943248669,4413398806,123.21840599689463,1,1,1,2,2,"LINESTRING(-76.9596478 -12.2232528, -76.9590652 -12.2235764, -76.9586633 -12.2238000)"
80913464,4413398806,2465762611,38.9209884470948,1,1,1,2,2,"LINESTRING(-76.9586633 -12.2238000, -76.9583523 -12.2239728)"
80913464,2465762611,4413398805,40.63872663601543,1,1,1,2,2,"LINESTRING(-76.9583523 -12.2239728, -76.9580304 -12.2241580)"
80913464,4413398805,2465762615,38.03609896040862,1,1,1,2,2,"LINESTRING(-76.9580304 -12.2241580, -76.9577210 -12.2243171)"
80913464,2465762615,4413398830,68.77787631241046,1,1,1,2,2,"LINESTRING(-76.9577210 -12.2243171, -76.9574561 -12.2244534, -76.9571522 -12.2245860)"
80913464,4413398830,943248671,47.2376017086533,1,1,1,2,2,"LINESTRING(-76.9571522 -12.2245860, -76.9568155 -12.2247443, -76.9567750 -12.2247883)"
80913464,943248671,6473452110,2.658145323368036,1,1,1,2,2,"LINESTRING(-76.9567750 -12.2247883, -76.9567586 -12.2248060)"
80913464,6473452110,4711675544,8.357920222103484,1,1,1,2,2,"LINESTRING(-76.9567586 -12.2248060, -76.9567209 -12.2248469, -76.9567072 -12.2248618)"
80913464,4711675544,4711675545,8.841035447974106,1,1,1,2,2,"LINESTRING(-76.9567072 -12.2248618, -76.9566528 -12.2249208)"
80913464,4711675545,4711675542,9.704681809054497,1,1,1,2,2,"LINESTRING(-76.9566528 -12.2249208, -76.9565919 -12.2249845)"
111879454,1273895792,3766528260,104.07831322255787,1,1,1,2,2,"LINESTRING(-76.9237809 -12.2195901, -76.9233033 -12.2204002)"
111879454,3766528260,4370536142,82.3719539540933,1,1,1,2,2,"LINESTRING(-76.9233033 -12.2204002, -76.9229254 -12.2210414)"
111879694,1273692544,1572825643,99.49159029378971,1,1,1,2,2,"LINESTRING(-76.9341936 -12.2110970, -76.9346589 -12.2103276)"
111879694,1572825643,1273530073,99.55065313942067,1,1,1,2,2,"LINESTRING(-76.9346589 -12.2103276, -76.9351244 -12.2095577)"
111879787,1710500095,5438599417,56.82802258885316,1,1,1,2,2,"LINESTRING(-76.9258101 -12.2314072, -76.9257484 -12.2313710, -76.9253624 -12.2311442)"
111879787,5438599417,1273941212,54.42559185808167,1,1,1,2,2,"LINESTRING(-76.9253624 -12.2311442, -76.9249337 -12.2308922)"
111880202,2166909945,1273561137,40.555176142570645,1,1,1,2,2,"LINESTRING(-76.9581316 -12.1911509, -76.9578202 -12.1909507)"
111880202,1273561137,1723415003,48.440551530055025,1,1,1,2,2,"LINESTRING(-76.9578202 -12.1909507, -76.9574585 -12.1906970)"
111880282,1727538213,5432426757,104.13629804702875,1,1,1,2,2,"LINESTRING(-76.9377837 -12.1995346, -76.9369605 -12.1990574)"
111880282,5432426757,1273664638,116.47295344327578,1,1,1,2,2,"LINESTRING(-76.9369605 -12.1990574, -76.9360397 -12.1985238)"
111880282,1273664638,5079404156,123.72846604236453,1,1,1,2,2,"LINESTRING(-76.9360397 -12.1985238, -76.9350617 -12.1979567)"
111880282,5079404156,1273982612,14.01477795733301,1,1,1,2,2,"LINESTRING(-76.9350617 -12.1979567, -76.9349509 -12.1978925)"
111880282,1273982612,3746737695,128.0802008696136,1,1,1,2,2,"LINESTRING(-76.9349509 -12.1978925, -76.9339351 -12.1973111)"
111880311,1752938431,1752938425,55.984976557746286,1,1,1,2,2,"LINESTRING(-76.9384735 -12.1880947, -76.9380340 -12.1878332)"
111880311,1752938425,1752938421,62.163313109267825,1,1,1,2,2,"LINESTRING(-76.9380340 -12.1878332, -76.9375459 -12.1875430)"
111880311,1752938421,1273753754,34.14469296436644,1,1,1,2,2,"LINESTRING(-76.9375459 -12.1875430, -76.9372778 -12.1873836)"
111880311,1273753754,1273675368,15.742217338874099,1,1,1,2,2,"LINESTRING(-76.9372778 -12.1873836, -76.9371542 -12.1873101)"
111880311,1273675368,3759070890,34.7830809103595,1,1,1,2,2,"LINESTRING(-76.9371542 -12.1873101, -76.9368811 -12.1871477)"
111880311,3759070890,1752938396,57.092446433260164,1,1,1,2,2,"LINESTRING(-76.9368811 -12.1871477, -76.9364328 -12.1868812)"
111880510,1723583963,4427912422,42.3377958773252,1,1,1,2,2,"LINESTRING(-76.9559176 -12.1870364, -76.9560212 -12.1866698)"
111880510,4427912422,1723583951,128.21045879344115,1,1,1,2,2,"LINESTRING(-76.9560212 -12.1866698, -76.9561400 -12.1862493, -76.9563348 -12.1855596)"
111880541,1657677567,3749302092,98.68791692159347,1,1,1,2,2,"LINESTRING(-76.9441774 -12.1927140, -76.9437935 -12.1933593, -76.9437215 -12.1934804)"
111880541,3749302092,7093549773,5.100326060170992,1,1,1,2,2,"LINESTRING(-76.9437215 -12.1934804, -76.9436981 -12.1935201)"
111880879,2465762582,5057311451,27.910787414396633,1,1,1,2,2,"LINESTRING(-76.9589470 -12.2271856, -76.9587194 -12.2273013)"
111880879,5057311451,2465762587,36.1426596482898,1,1,1,2,2,"LINESTRING(-76.9587194 -12.2273013, -76.9584201 -12.2274422)"
111880879,2465762587,2465762558,43.89682808762596,1,1,1,2,2,"LINESTRING(-76.9584201 -12.2274422, -76.9580701 -12.2276384)"
111880879,2465762558,2465762589,90.91019842356987,1,1,1,2,2,"LINESTRING(-76.9580701 -12.2276384, -76.9573347 -12.2280262)"
111880879,2465762589,1273696421,205.00992668531438,1,1,1,2,2,"LINESTRING(-76.9573347 -12.2280262, -76.9556318 -12.2288148)"
