id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,wkt
4827908,138801068,138801072,218.63220441900467,1,1,1,2,2,"LINESTRING(-77.0612299 -12.0304195, -77.0622455 -12.0302656, -77.0632193 -12.0301545)"
4827908,138801072,138801073,93.86165957754893,1,1,1,2,2,"LINESTRING(-77.0632193 -12.0301545, -77.0640738 -12.0300427)"
4827908,138801073,846730651,169.49296334563587,1,1,1,2,2,"LINESTRING(-77.0640738 -12.0300427, -77.0656154 -12.0298306)"
4827908,846730651,138801075,39.64368438684335,1,1,1,2,2,"LINESTRING(-77.0656154 -12.0298306, -77.0659765 -12.0297848)"
4828407,31040298,5096535813,96.30121099214097,1,4,0,2,0,"LINESTRING(-77.0622424 -12.0041588, -77.0624277 -12.0043334, -77.0625399 -12.0044002, -77.0626560 -12.0044542, -77.0627353 -12.0044861, -77.0628217 -12.0045130, -77.0628989 -12.0045293, -77.0630093 -12.0045468)"
4828407,5096535813,3501028444,9.068320222905234,1,4,0,2,0,"LINESTRING(-77.0630093 -12.0045468, -77.0630915 -12.0045599)"
4828407,3501028444,4357977286,40.3707918548231,1,4,0,2,0,"LINESTRING(-77.0630915 -12.0045599, -77.0634579 -12.0046154)"
4828407,4357977286,5096535809,40.8353218712222,1,4,0,2,0,"LINESTRING(-77.0634579 -12.0046154, -77.0638282 -12.0046735)"
4828407,5096535809,3501045009,9.129273977012987,1,4,0,2,0,"LINESTRING(-77.0638282 -12.0046735, -77.0639110 -12.0046864)"
4828407,3501045009,1844351699,259.5050820330144,1,4,0,2,0,"LINESTRING(-77.0639110 -12.0046864, -77.0662654 -12.0050484)"
4828407,1844351699,5096576125,32.38476880618505,1,4,0,2,0,"LINESTRING(-77.0662654 -12.0050484, -77.0665590 -12.0050949)"
4828407,5096576125,2477162281,80.45246006486153,1,4,0,2,0,"LINESTRING(-77.0665590 -12.0050949, -77.0672885 -12.0052097)"
4828407,2477162281,31040301,82.06360577283263,1,4,0,2,0,"LINESTRING(-77.0672885 -12.0052097, -77.0680348 -12.0053126)"
4828407,31040301,5096576129,9.899468517714183,1,4,0,2,0,"LINESTRING(-77.0680348 -12.0053126, -77.0681246 -12.0053265)"
