id,lon,lat
827065984,-77.0575412,-12.0235215
827125800,-77.05382639999999,-12.012566099999999
818628474,-77.05711699999999,-12.0254626
846730978,-77.0604316,-12.030036299999999
885733486,-77.0537425,-12.0357729
885696569,-77.05949059999999,-12.0348965
6302729999,-77.0572986,-12.0117578
9163497162,-77.0567805,-12.0173404
9852005983,-77.0564237,-12.0203127
3590265345,-77.0549455,-12.013539999999999
817316384,-77.050417,-12.021016
9168779504,-77.059054,-12.014576499999999
846503533,-77.0650915,-12.0277684
138801021,-77.0661432,-12.030928
827129300,-77.0580689,-12.0155114
9165963337,-77.0494744,-12.032363499999999
9179214544,-77.063014,-12.0212997
3978876108,-77.05998129999999,-12.0154894
9161336073,-77.05346519999999,-12.0189427
9291573297,-77.0481568,-12.024592
4420567003,-77.0606145,-12.0288147
9791510391,-77.0495578,-12.0168052
1273889235,-77.0537614,-12.0155099
31036727,-77.0563306,-12.031223599999999
885714894,-77.0575057,-12.033401399999999
818620383,-77.05421659999999,-12.0175786
3736716048,-77.0574663,-12.028701499999999
3978822670,-77.058407,-12.0292736
5435976265,-77.06204,-12.015677499999999
9102145606,-77.0451638,-12.0271223
9832277154,-77.061662,-12.0325359
4422190915,-77.0559767,-12.023733
827125835,-77.0572093,-12.014049499999999
818613435,-77.05083479999999,-12.0219302
8784291325,-77.0468502,-12.031576099999999
4568238555,-77.0556027,-12.016995399999999
9442780684,-77.04819979999999,-12.0247501
817405103,-77.0504851,-12.0174649
2737460736,-77.0590761,-12.0324488
1273896490,-77.06179879999999,-12.025610799999999
2114005299,-77.0605748,-12.0128191
4419556821,-77.06024459999999,-12.0261557
827029816,-77.051869,-12.0259202
846503904,-77.0646652,-12.0259435
3998064646,-77.045487,-12.031246
818620261,-77.0563718,-12.0190162
9293517270,-77.0531373,-12.029939899999999
1379581484,-77.0582908,-12.0259924
3956109395,-77.0591554,-12.0208978
8237220903,-77.0477521,-12.0229196
8099230118,-77.0488257,-12.0166307
846503500,-77.0663636,-12.026393299999999
4554458891,-77.04772969999999,-12.015324999999999
5610824108,-77.064244,-12.020765599999999
1273705190,-77.0546786,-12.0116295
4029952209,-77.0455602,-12.0312492
9465191910,-77.05886989999999,-12.0258989
9824269447,-77.0603215,-12.0327719
817139918,-77.0493576,-12.0193169
3601013317,-77.0592602,-12.011757
5778127424,-77.0537265,-12.0191954
9832277125,-77.0649662,-12.0320503
8098847792,-77.0510311,-12.0163969
827040568,-77.0476635,-12.029291899999999
8784291335,-77.0466136,-12.0307359
9291573292,-77.0510791,-12.0178882
3783468788,-77.0534236,-12.0263972
3952129753,-77.046328,-12.034636599999999
827040607,-77.04894469999999,-12.029704899999999
4643556443,-77.0601168,-12.0199482
8816553871,-77.0488814,-12.025203999999999
1333065864,-77.04888129999999,-12.010311
6302729124,-77.06427339999999,-12.0278086
885714866,-77.0558272,-12.034391399999999
8099313196,-77.0534627,-12.0296463
138801012,-77.06013519999999,-12.0317185
8497760237,-77.0439717,-12.0314558
9161360367,-77.0562681,-12.019197199999999
4263187377,-77.0619948,-12.0213051
7792379453,-77.0577729,-12.0249738
5866948906,-77.0509493,-12.0319364
4419556851,-77.0533255,-12.029309099999999
9161360360,-77.0561712,-12.0190439
31035570,-77.04987489999999,-12.0232405
9824269363,-77.0625343,-12.0324738
2887169621,-77.049945,-12.0231824
827096045,-77.0440783,-12.032629
138801025,-77.0641534,-12.0306061
8099300828,-77.0480525,-12.018856399999999
885685990,-77.0654194,-12.0346076
9851959383,-77.0571226,-12.0191327
9166572363,-77.0520456,-12.0245296
827103287,-77.05245409999999,-12.0313453
4554458942,-77.04681029999999,-12.0175661
8814702107,-77.0510433,-12.0149425
5778127397,-77.052776,-12.017535599999999
9168791110,-77.0600233,-12.0209266
5667492130,-77.0584983,-12.033116
827040716,-77.0500129,-12.027501299999999
9286049121,-77.0453,-12.0318305
2397211636,-77.0571753,-12.0340587
6287287638,-77.0575872,-12.023222899999999
2146331231,-77.0656044,-12.014166699999999
827130989,-77.0532763,-12.0108302
2985506539,-77.05884089999999,-12.0225519
9406307426,-77.0597018,-12.017708599999999
9168779490,-77.0590297,-12.014463099999999
3978876120,-77.0602103,-12.014043
1379581599,-77.0575558,-12.0299452
1427486343,-77.0474381,-12.0205298
6302456837,-77.0557766,-12.035685899999999
9188584148,-77.0559772,-12.0137705
1427755328,-77.0474141,-12.0199357
3736715617,-77.0627243,-12.0175301
9531573803,-77.0559117,-12.030859099999999
846496626,-77.062398,-12.019174
5519790735,-77.04680499999999,-12.0247161
5435963584,-77.051318,-12.0279093
827055085,-77.0553037,-12.025547
3783468792,-77.0527536,-12.026514299999999
1844372162,-77.0681659,-12.0103545
827055119,-77.0514453,-12.029160599999999
1273837459,-77.0551342,-12.033653
885714856,-77.0559616,-12.033944799999999
4422190903,-77.0552159,-12.018678999999999
4422302112,-77.047975,-12.0317686
4568238634,-77.0527249,-12.0172008
827084387,-77.0543945,-12.0305474
818613452,-77.0537496,-12.0212872
3736715547,-77.0622511,-12.017016
9165963336,-77.04830749999999,-12.032297
827127605,-77.0561321,-12.0165362
8498385586,-77.0442717,-12.0320167
3036244806,-77.05030649999999,-12.036118799999999
827010587,-77.04942969999999,-12.026126999999999
4419556898,-77.0534813,-12.022197199999999
1273874412,-77.0483268,-12.0142242
4464132137,-77.0527642,-12.0191384
4554457987,-77.0480918,-12.015333199999999
1273449754,-77.04800089999999,-12.0134631
827084361,-77.0548805,-12.030653899999999
6302941761,-77.0555985,-12.0198112
9382813518,-77.0442705,-12.0154576
827040544,-77.0494133,-12.0285274
9832277143,-77.0626284,-12.0324169
885687032,-77.06170569999999,-12.0336628
2545503935,-77.046904,-12.0240338
846500792,-77.0640207,-12.025222699999999
827135444,-77.058616,-12.0125899
9007139604,-77.0529189,-12.0224034
846730737,-77.0643571,-12.0295101
1427486235,-77.0488172,-12.018815199999999
8473950295,-77.0441642,-12.0317185
846499813,-77.0592798,-12.0226572
9287324660,-77.0470921,-12.0317936
4554457988,-77.0483077,-12.0150679
2397211661,-77.0567265,-12.0331102
846730794,-77.0601926,-12.032882299999999
846500795,-77.0657873,-12.023707
818613451,-77.0509257,-12.0214433
6603772842,-77.0609578,-12.016985199999999
827084384,-77.0536637,-12.0288284
4419556854,-77.05668849999999,-12.0310692
8195479341,-77.050168,-12.0245272
9188584163,-77.0560673,-12.0144763
9287272797,-77.0462299,-12.035643499999999
4554440063,-77.05891009999999,-12.0169564
1379590032,-77.0489501,-12.0355115
8099304274,-77.0490148,-12.0209686
4422310455,-77.0518258,-12.0284468
6277646871,-77.0651798,-12.0346446
827103280,-77.0536857,-12.0320068
138803191,-77.06156949999999,-12.032497
8814622053,-77.0554949,-12.020179899999999
5866982357,-77.0450352,-12.0306371
827125801,-77.0542308,-12.0121405
3956110229,-77.04904479999999,-12.035333999999999
9188584167,-77.05700379999999,-12.014595
827248926,-77.0496897,-12.0152725
9462332138,-77.0594852,-12.018567
818628475,-77.0578147,-12.0259165
3978822661,-77.0585347,-12.0280354
827127039,-77.05383789999999,-12.015004099999999
1333065728,-77.0477421,-12.017059999999999
827128389,-77.0587278,-12.0199153
9166603620,-77.0521563,-12.0245731
8495496628,-77.0445998,-12.0323738
3978876115,-77.0597804,-12.0144513
827029817,-77.05161559999999,-12.0262902
6448927962,-77.0520574,-12.0286171
817316402,-77.0477696,-12.0240458
1273675646,-77.0644126,-12.0283596
4419556849,-77.0538916,-12.0289843
885733518,-77.0546581,-12.034441
9300617711,-77.0573936,-12.0301349
885733483,-77.0518682,-12.0352067
4568238552,-77.0553034,-12.0166652
1379581487,-77.0563574,-12.0262522
6996695354,-77.0600984,-12.034938799999999
8814622035,-77.0553281,-12.0203212
9824269452,-77.0603785,-12.032765
4419556911,-77.05383479999999,-12.0224473
6991125195,-77.0466771,-12.035647899999999
3978868745,-77.05907719999999,-12.022488899999999
4422190909,-77.05636009999999,-12.0245482
827040538,-77.0477314,-12.0286759
9852013124,-77.0570141,-12.0204006
8195479351,-77.0501878,-12.0242784
138801029,-77.05986639999999,-12.031171299999999
2545504510,-77.0525847,-12.0286745
1333064763,-77.04900889999999,-12.013938099999999
1379590025,-77.049927,-12.035001099999999
827103310,-77.05376799999999,-12.0313994
885714846,-77.0568304,-12.034562699999999
3736715594,-77.06353899999999,-12.0173098
827103295,-77.053236,-12.0306874
827128376,-77.0580021,-12.018291999999999
5866943015,-77.05091259999999,-12.032366099999999
818620386,-77.0538511,-12.0178903
3978868864,-77.05637879999999,-12.019248399999999
827040642,-77.0469379,-12.030588999999999
5435963617,-77.0513454,-12.028592699999999
9138925794,-77.0461608,-12.0165867
9161347196,-77.0549905,-12.0176308
